type,ts,symbol_id,mid,account_id,side
Q,1700000000885,1,149.999411,,
T,1700000000885,0,,193,1
Q,1700000000886,0,1.102658,,
Q,1700000000886,1,149.999342,,
T,1700000000886,0,,290,1
Q,1700000000887,0,1.102663,,
Q,1700000000887,1,149.997238,,
T,1700000000887,0,,248,1
Q,1700000000888,0,1.102665,,
Q,1700000000888,1,150.001159,,
T,1700000000888,0,,101,1
Q,1700000000889,0,1.102666,,
Q,1700000000889,1,150.003007,,
T,1700000000889,0,,275,-1
Q,1700000000890,0,1.102670,,
Q,1700000000890,1,150.001341,,
T,1700000000890,1,,72,-1
Q,1700000000891,0,1.102668,,
Q,1700000000891,1,149.996533,,
T,1700000000891,1,,250,-1
Q,1700000000892,0,1.102678,,
Q,1700000000892,1,149.998168,,
T,1700000000892,0,,169,-1
Q,1700000000893,0,1.102679,,
Q,1700000000893,1,149.998537,,
T,1700000000893,1,,228,-1
Q,1700000000894,0,1.102684,,
Q,1700000000894,1,149.997295,,
T,1700000000894,1,,106,1
Q,1700000000895,0,1.102685,,
Q,1700000000895,1,149.999172,,
T,1700000000895,1,,204,1
Q,1700000000896,0,1.102686,,
Q,1700000000896,1,149.999177,,
T,1700000000896,1,,116,1
Q,1700000000897,0,1.102689,,
Q,1700000000897,1,149.998819,,
T,1700000000897,0,,153,-1
Q,1700000000898,0,1.102692,,
Q,1700000000898,1,149.999106,,
T,1700000000898,1,,60,1
Q,1700000000899,0,1.102697,,
Q,1700000000899,1,149.999108,,
T,1700000000899,1,,229,-1
Q,1700000000900,0,1.102699,,
Q,1700000000900,1,149.999100,,
T,1700000000900,0,,237,-1
Q,1700000000901,0,1.102702,,
Q,1700000000901,1,149.999227,,
T,1700000000901,1,,33,-1
Q,1700000000902,0,1.102707,,
Q,1700000000902,1,149.999600,,
T,1700000000902,1,,98,1
Q,1700000000903,0,1.102706,,
Q,1700000000903,1,149.999117,,
T,1700000000903,1,,53,1
Q,1700000000904,0,1.102714,,
Q,1700000000904,1,149.998950,,
T,1700000000904,0,,146,1
Q,1700000000905,0,1.102713,,
Q,1700000000905,1,149.996141,,
T,1700000000905,1,,113,-1
Q,1700000000906,0,1.102721,,
Q,1700000000906,1,150.000906,,
T,1700000000906,0,,73,-1
Q,1700000000907,0,1.102721,,
Q,1700000000907,1,150.000573,,
T,1700000000907,1,,6,-1
Q,1700000000908,0,1.102726,,
Q,1700000000908,1,149.997840,,
T,1700000000908,0,,235,-1
Q,1700000000909,0,1.102728,,
Q,1700000000909,1,149.999855,,
T,1700000000909,1,,23,1
Q,1700000000910,0,1.102730,,
Q,1700000000910,1,150.001057,,
T,1700000000910,1,,253,-1
Q,1700000000911,0,1.102731,,
Q,1700000000911,1,149.999380,,
T,1700000000911,1,,198,1
Q,1700000000912,0,1.102737,,
Q,1700000000912,1,150.001079,,
T,1700000000912,1,,221,-1
Q,1700000000913,0,1.102742,,
Q,1700000000913,1,150.001453,,
T,1700000000913,0,,286,1
Q,1700000000914,0,1.102743,,
Q,1700000000914,1,150.001197,,
T,1700000000914,0,,54,1
Q,1700000000915,0,1.102745,,
Q,1700000000915,1,150.001949,,
T,1700000000915,1,,140,1
Q,1700000000916,0,1.102750,,
Q,1700000000916,1,150.000170,,
T,1700000000916,1,,125,1
Q,1700000000917,0,1.102749,,
Q,1700000000917,1,149.999671,,
T,1700000000917,0,,226,-1
Q,1700000000918,0,1.102752,,
Q,1700000000918,1,150.001193,,
T,1700000000918,0,,52,-1
Q,1700000000919,0,1.102756,,
Q,1700000000919,1,149.998705,,
T,1700000000919,1,,63,1
Q,1700000000920,0,1.102759,,
Q,1700000000920,1,150.000923,,
T,1700000000920,1,,50,-1
Q,1700000000921,0,1.102765,,
Q,1700000000921,1,150.001192,,
T,1700000000921,0,,213,-1
Q,1700000000922,0,1.102767,,
Q,1700000000922,1,149.997495,,
T,1700000000922,0,,47,1
Q,1700000000923,0,1.102770,,
Q,1700000000923,1,149.998556,,
T,1700000000923,1,,132,-1
Q,1700000000924,0,1.102772,,
Q,1700000000924,1,150.002199,,
T,1700000000924,1,,188,1
Q,1700000000925,0,1.102779,,
Q,1700000000925,1,149.997722,,
T,1700000000925,1,,26,1
Q,1700000000926,0,1.102780,,
Q,1700000000926,1,150.002171,,
T,1700000000926,1,,152,-1
Q,1700000000927,0,1.102781,,
Q,1700000000927,1,150.001694,,
T,1700000000927,1,,25,-1
Q,1700000000928,0,1.102786,,
Q,1700000000928,1,150.000441,,
T,1700000000928,1,,247,1
Q,1700000000929,0,1.102787,,
Q,1700000000929,1,150.002573,,
T,1700000000929,1,,238,1
Q,1700000000930,0,1.102788,,
Q,1700000000930,1,150.002344,,
T,1700000000930,0,,226,-1
Q,1700000000931,0,1.102795,,
Q,1700000000931,1,150.000872,,
T,1700000000931,0,,217,1
Q,1700000000932,0,1.102795,,
Q,1700000000932,1,149.998070,,
T,1700000000932,1,,145,-1
Q,1700000000933,0,1.102802,,
Q,1700000000933,1,150.000330,,
T,1700000000933,0,,76,-1
Q,1700000000934,0,1.102802,,
Q,1700000000934,1,150.000740,,
T,1700000000934,1,,170,1
Q,1700000000935,0,1.102806,,
Q,1700000000935,1,149.998855,,
T,1700000000935,0,,243,-1
Q,1700000000936,0,1.102808,,
Q,1700000000936,1,150.001968,,
T,1700000000936,1,,281,1
Q,1700000000937,0,1.102808,,
Q,1700000000937,1,149.998856,,
T,1700000000937,0,,93,-1
Q,1700000000938,0,1.102815,,
Q,1700000000938,1,149.999069,,
T,1700000000938,1,,4,1
Q,1700000000939,0,1.102813,,
Q,1700000000939,1,150.000784,,
T,1700000000939,0,,211,1
Q,1700000000940,0,1.102819,,
Q,1700000000940,1,149.999901,,
T,1700000000940,0,,291,-1
Q,1700000000941,0,1.102822,,
Q,1700000000941,1,149.999877,,
T,1700000000941,1,,78,1
Q,1700000000942,0,1.102826,,
Q,1700000000942,1,149.998983,,
T,1700000000942,0,,104,-1
Q,1700000000943,0,1.102829,,
Q,1700000000943,1,150.003021,,
T,1700000000943,1,,234,-1
Q,1700000000944,0,1.102831,,
Q,1700000000944,1,150.000980,,
T,1700000000944,1,,281,1
Q,1700000000945,0,1.102836,,
Q,1700000000945,1,149.999581,,
T,1700000000945,1,,137,-1
Q,1700000000946,0,1.102838,,
Q,1700000000946,1,150.001663,,
T,1700000000946,1,,59,-1
Q,1700000000947,0,1.102840,,
Q,1700000000947,1,150.000271,,
T,1700000000947,0,,56,1
Q,1700000000948,0,1.102842,,
Q,1700000000948,1,149.999924,,
T,1700000000948,0,,148,-1
Q,1700000000949,0,1.102845,,
Q,1700000000949,1,149.999733,,
T,1700000000949,1,,116,-1
Q,1700000000950,0,1.102854,,
Q,1700000000950,1,150.000580,,
T,1700000000950,0,,0,-1
Q,1700000000951,0,1.102855,,
Q,1700000000951,1,150.000575,,
T,1700000000951,1,,207,-1
Q,1700000000952,0,1.102855,,
Q,1700000000952,1,149.999132,,
T,1700000000952,0,,63,1
Q,1700000000953,0,1.102862,,
Q,1700000000953,1,150.000972,,
T,1700000000953,0,,237,1
Q,1700000000954,0,1.102862,,
Q,1700000000954,1,149.999654,,
T,1700000000954,1,,254,-1
Q,1700000000955,0,1.102862,,
Q,1700000000955,1,149.999799,,
T,1700000000955,1,,270,1
Q,1700000000956,0,1.102871,,
Q,1700000000956,1,150.002359,,
T,1700000000956,1,,169,-1
Q,1700000000957,0,1.102875,,
Q,1700000000957,1,150.000276,,
T,1700000000957,0,,147,-1
Q,1700000000958,0,1.102874,,
Q,1700000000958,1,150.001092,,
T,1700000000958,1,,272,1
Q,1700000000959,0,1.102875,,
Q,1700000000959,1,150.000363,,
T,1700000000959,1,,296,-1
Q,1700000000960,0,1.102876,,
Q,1700000000960,1,150.000516,,
T,1700000000960,1,,175,1
Q,1700000000961,0,1.102883,,
Q,1700000000961,1,149.999368,,
T,1700000000961,0,,161,1
Q,1700000000962,0,1.102886,,
Q,1700000000962,1,149.996952,,
T,1700000000962,0,,2,1
Q,1700000000963,0,1.102888,,
Q,1700000000963,1,150.000352,,
T,1700000000963,1,,171,1
Q,1700000000964,0,1.102896,,
Q,1700000000964,1,149.998270,,
T,1700000000964,0,,290,-1
Q,1700000000965,0,1.102894,,
Q,1700000000965,1,149.999396,,
T,1700000000965,1,,297,-1
Q,1700000000966,0,1.102900,,
Q,1700000000966,1,150.000862,,
T,1700000000966,1,,134,-1
Q,1700000000967,0,1.102901,,
Q,1700000000967,1,150.000231,,
T,1700000000967,1,,123,-1
Q,1700000000968,0,1.102901,,
Q,1700000000968,1,149.999307,,
T,1700000000968,0,,268,1
Q,1700000000969,0,1.102906,,
Q,1700000000969,1,149.999528,,
T,1700000000969,0,,38,-1
Q,1700000000970,0,1.102909,,
Q,1700000000970,1,149.999336,,
T,1700000000970,1,,130,-1
Q,1700000000971,0,1.102913,,
Q,1700000000971,1,150.000214,,
T,1700000000971,0,,225,-1
Q,1700000000972,0,1.102916,,
Q,1700000000972,1,149.998271,,
T,1700000000972,1,,285,1
Q,1700000000973,0,1.102921,,
Q,1700000000973,1,149.998954,,
T,1700000000973,0,,214,1
Q,1700000000974,0,1.102925,,
Q,1700000000974,1,149.998232,,
T,1700000000974,1,,71,1
Q,1700000000975,0,1.102927,,
Q,1700000000975,1,150.001956,,
T,1700000000975,0,,161,1
Q,1700000000976,0,1.102930,,
Q,1700000000976,1,150.000985,,
T,1700000000976,1,,157,1
Q,1700000000977,0,1.102928,,
Q,1700000000977,1,149.998881,,
T,1700000000977,1,,113,1
Q,1700000000978,0,1.102940,,
Q,1700000000978,1,150.001574,,
T,1700000000978,1,,277,1
Q,1700000000979,0,1.102941,,
Q,1700000000979,1,149.997975,,
T,1700000000979,0,,273,-1
Q,1700000000980,0,1.102942,,
Q,1700000000980,1,149.999642,,
T,1700000000980,0,,73,-1
Q,1700000000981,0,1.102942,,
Q,1700000000981,1,149.999525,,
T,1700000000981,0,,209,-1
Q,1700000000982,0,1.102947,,
Q,1700000000982,1,150.001378,,
T,1700000000982,1,,82,1
Q,1700000000983,0,1.102951,,
Q,1700000000983,1,149.998205,,
T,1700000000983,1,,246,-1
Q,1700000000984,0,1.102950,,
Q,1700000000984,1,149.999406,,
T,1700000000984,1,,40,-1
Q,1700000000985,0,1.102957,,
Q,1700000000985,1,150.000963,,
T,1700000000985,0,,135,-1
Q,1700000000986,0,1.102960,,
Q,1700000000986,1,149.999454,,
T,1700000000986,1,,293,-1
Q,1700000000987,0,1.102959,,
Q,1700000000987,1,149.999290,,
T,1700000000987,0,,166,1
Q,1700000000988,0,1.102965,,
Q,1700000000988,1,149.998967,,
T,1700000000988,0,,209,-1
Q,1700000000989,0,1.102966,,
Q,1700000000989,1,149.998735,,
T,1700000000989,0,,150,1
Q,1700000000990,0,1.102973,,
Q,1700000000990,1,149.997287,,
T,1700000000990,1,,12,1
Q,1700000000991,0,1.102976,,
Q,1700000000991,1,149.997650,,
T,1700000000991,0,,295,-1
Q,1700000000992,0,1.102980,,
Q,1700000000992,1,150.000033,,
T,1700000000992,1,,31,-1
Q,1700000000993,0,1.102980,,
Q,1700000000993,1,149.998192,,
T,1700000000993,1,,232,-1
Q,1700000000994,0,1.102981,,
Q,1700000000994,1,149.998147,,
T,1700000000994,1,,246,1
Q,1700000000995,0,1.102986,,
Q,1700000000995,1,149.998791,,
T,1700000000995,0,,293,-1
Q,1700000000996,0,1.102990,,
Q,1700000000996,1,150.000054,,
T,1700000000996,1,,127,-1
Q,1700000000997,0,1.102992,,
Q,1700000000997,1,149.998717,,
T,1700000000997,0,,67,-1
Q,1700000000998,0,1.102994,,
Q,1700000000998,1,149.997422,,
T,1700000000998,0,,279,1
Q,1700000000999,0,1.102998,,
Q,1700000000999,1,150.000800,,
T,1700000000999,0,,229,1
Q,1700000001000,0,1.103000,,
Q,1700000001000,1,150.001127,,
T,1700000001000,1,,83,1
Q,1700000001001,0,1.103004,,
Q,1700000001001,1,149.999473,,
T,1700000001001,1,,227,-1
Q,1700000001002,0,1.103007,,
Q,1700000001002,1,149.999375,,
T,1700000001002,1,,132,-1
Q,1700000001003,0,1.103010,,
Q,1700000001003,1,150.000574,,
T,1700000001003,0,,279,1
Q,1700000001004,0,1.103012,,
Q,1700000001004,1,149.999590,,
T,1700000001004,1,,217,-1
Q,1700000001005,0,1.103018,,
Q,1700000001005,1,150.001337,,
T,1700000001005,1,,193,1
Q,1700000001006,0,1.103019,,
Q,1700000001006,1,150.000526,,
T,1700000001006,1,,76,-1
Q,1700000001007,0,1.103022,,
Q,1700000001007,1,150.001410,,
T,1700000001007,1,,164,-1
Q,1700000001008,0,1.103023,,
Q,1700000001008,1,150.001020,,
T,1700000001008,0,,296,-1
Q,1700000001009,0,1.103026,,
Q,1700000001009,1,150.001066,,
T,1700000001009,1,,33,-1
Q,1700000001010,0,1.103028,,
Q,1700000001010,1,150.001062,,
T,1700000001010,1,,184,1
Q,1700000001011,0,1.103031,,
Q,1700000001011,1,150.001397,,
T,1700000001011,1,,285,1
Q,1700000001012,0,1.103035,,
Q,1700000001012,1,149.998751,,
T,1700000001012,1,,125,-1
Q,1700000001013,0,1.103039,,
Q,1700000001013,1,150.001087,,
T,1700000001013,0,,140,1
Q,1700000001014,0,1.103040,,
Q,1700000001014,1,149.999684,,
T,1700000001014,0,,122,-1
Q,1700000001015,0,1.103045,,
Q,1700000001015,1,150.000839,,
T,1700000001015,0,,120,1
Q,1700000001016,0,1.103046,,
Q,1700000001016,1,149.997259,,
T,1700000001016,1,,223,-1
Q,1700000001017,0,1.103050,,
Q,1700000001017,1,150.000703,,
T,1700000001017,0,,296,-1
Q,1700000001018,0,1.103054,,
Q,1700000001018,1,149.997920,,
T,1700000001018,1,,250,1
Q,1700000001019,0,1.103057,,
Q,1700000001019,1,150.000973,,
T,1700000001019,1,,79,-1
Q,1700000001020,0,1.103062,,
Q,1700000001020,1,150.001252,,
T,1700000001020,0,,240,-1
Q,1700000001021,0,1.103063,,
Q,1700000001021,1,150.000231,,
T,1700000001021,0,,173,1
Q,1700000001022,0,1.103064,,
Q,1700000001022,1,149.999699,,
T,1700000001022,0,,100,1
Q,1700000001023,0,1.103065,,
Q,1700000001023,1,150.000144,,
T,1700000001023,0,,262,1
Q,1700000001024,0,1.103071,,
Q,1700000001024,1,150.000924,,
T,1700000001024,1,,249,-1
Q,1700000001025,0,1.103072,,
Q,1700000001025,1,149.998530,,
T,1700000001025,1,,41,-1
Q,1700000001026,0,1.103076,,
Q,1700000001026,1,150.000447,,
T,1700000001026,0,,214,1
Q,1700000001027,0,1.103078,,
Q,1700000001027,1,150.000586,,
T,1700000001027,0,,27,-1
Q,1700000001028,0,1.103084,,
Q,1700000001028,1,149.998801,,
T,1700000001028,0,,97,-1
Q,1700000001029,0,1.103084,,
Q,1700000001029,1,150.000772,,
T,1700000001029,1,,81,1
Q,1700000001030,0,1.103089,,
Q,1700000001030,1,150.000427,,
T,1700000001030,1,,262,-1
Q,1700000001031,0,1.103095,,
Q,1700000001031,1,149.998951,,
T,1700000001031,0,,220,1
Q,1700000001032,0,1.103095,,
Q,1700000001032,1,150.001327,,
T,1700000001032,0,,205,1
Q,1700000001033,0,1.103099,,
Q,1700000001033,1,150.001440,,
T,1700000001033,0,,117,1
Q,1700000001034,0,1.103104,,
Q,1700000001034,1,150.000219,,
T,1700000001034,1,,69,1
Q,1700000001035,0,1.103105,,
Q,1700000001035,1,150.000071,,
T,1700000001035,0,,293,1
Q,1700000001036,0,1.103108,,
Q,1700000001036,1,149.999944,,
T,1700000001036,0,,221,-1
Q,1700000001037,0,1.103110,,
Q,1700000001037,1,150.001577,,
T,1700000001037,0,,107,-1
Q,1700000001038,0,1.103113,,
Q,1700000001038,1,150.000255,,
T,1700000001038,1,,1,1
Q,1700000001039,0,1.103117,,
Q,1700000001039,1,150.002025,,
T,1700000001039,0,,130,1
Q,1700000001040,0,1.103118,,
Q,1700000001040,1,150.002144,,
T,1700000001040,1,,126,-1
Q,1700000001041,0,1.103124,,
Q,1700000001041,1,150.002251,,
T,1700000001041,0,,21,-1
Q,1700000001042,0,1.103124,,
Q,1700000001042,1,150.000766,,
T,1700000001042,0,,42,1
Q,1700000001043,0,1.103130,,
Q,1700000001043,1,150.000817,,
T,1700000001043,0,,13,1
Q,1700000001044,0,1.103132,,
Q,1700000001044,1,150.000169,,
T,1700000001044,0,,177,-1
Q,1700000001045,0,1.103135,,
Q,1700000001045,1,150.001477,,
T,1700000001045,0,,173,-1
Q,1700000001046,0,1.103137,,
Q,1700000001046,1,149.998912,,
T,1700000001046,0,,47,1
Q,1700000001047,0,1.103139,,
Q,1700000001047,1,149.998320,,
T,1700000001047,0,,170,1
Q,1700000001048,0,1.103146,,
Q,1700000001048,1,149.998663,,
T,1700000001048,1,,285,1
Q,1700000001049,0,1.103149,,
Q,1700000001049,1,150.000897,,
T,1700000001049,1,,144,1
Q,1700000001050,0,1.103149,,
Q,1700000001050,1,150.000786,,
T,1700000001050,0,,194,-1
Q,1700000001051,0,1.103150,,
Q,1700000001051,1,150.001261,,
T,1700000001051,0,,149,-1
Q,1700000001052,0,1.103153,,
Q,1700000001052,1,150.002057,,
T,1700000001052,1,,217,1
Q,1700000001053,0,1.103160,,
Q,1700000001053,1,150.002078,,
T,1700000001053,0,,180,-1
Q,1700000001054,0,1.103160,,
Q,1700000001054,1,150.002545,,
T,1700000001054,0,,144,1
Q,1700000001055,0,1.103164,,
Q,1700000001055,1,149.999994,,
T,1700000001055,1,,238,-1
Q,1700000001056,0,1.103168,,
Q,1700000001056,1,150.000325,,
T,1700000001056,1,,99,1
Q,1700000001057,0,1.103171,,
Q,1700000001057,1,149.999450,,
T,1700000001057,0,,292,-1
Q,1700000001058,0,1.103171,,
Q,1700000001058,1,150.001426,,
T,1700000001058,1,,11,1
Q,1700000001059,0,1.103174,,
Q,1700000001059,1,150.000604,,
T,1700000001059,0,,18,-1
Q,1700000001060,0,1.103181,,
Q,1700000001060,1,150.002355,,
T,1700000001060,0,,123,-1
Q,1700000001061,0,1.103183,,
Q,1700000001061,1,149.998469,,
T,1700000001061,1,,30,-1
Q,1700000001062,0,1.103184,,
Q,1700000001062,1,149.999640,,
T,1700000001062,0,,249,1
Q,1700000001063,0,1.103189,,
Q,1700000001063,1,149.999411,,
T,1700000001063,0,,53,-1
Q,1700000001064,0,1.103194,,
Q,1700000001064,1,150.001128,,
T,1700000001064,0,,11,-1
Q,1700000001065,0,1.103197,,
Q,1700000001065,1,149.999839,,
T,1700000001065,1,,10,1
Q,1700000001066,0,1.103197,,
Q,1700000001066,1,149.999059,,
T,1700000001066,0,,103,-1
Q,1700000001067,0,1.103199,,
Q,1700000001067,1,149.999769,,
T,1700000001067,1,,71,-1
Q,1700000001068,0,1.103208,,
Q,1700000001068,1,150.000032,,
T,1700000001068,0,,94,1
Q,1700000001069,0,1.103207,,
Q,1700000001069,1,150.000488,,
T,1700000001069,0,,224,1
Q,1700000001070,0,1.103209,,
Q,1700000001070,1,149.997254,,
T,1700000001070,1,,213,-1
Q,1700000001071,0,1.103218,,
Q,1700000001071,1,149.999333,,
T,1700000001071,0,,232,1
Q,1700000001072,0,1.103218,,
Q,1700000001072,1,149.996478,,
T,1700000001072,0,,114,1
Q,1700000001073,0,1.103218,,
Q,1700000001073,1,149.999318,,
T,1700000001073,0,,279,1
Q,1700000001074,0,1.103223,,
Q,1700000001074,1,149.998788,,
T,1700000001074,0,,194,-1
Q,1700000001075,0,1.103227,,
Q,1700000001075,1,150.001735,,
T,1700000001075,0,,28,-1
Q,1700000001076,0,1.103228,,
Q,1700000001076,1,150.000119,,
T,1700000001076,0,,154,-1
Q,1700000001077,0,1.103230,,
Q,1700000001077,1,149.998970,,
T,1700000001077,0,,50,1
Q,1700000001078,0,1.103234,,
Q,1700000001078,1,150.000559,,
T,1700000001078,0,,94,1
Q,1700000001079,0,1.103234,,
Q,1700000001079,1,149.998905,,
T,1700000001079,1,,179,1
Q,1700000001080,0,1.103240,,
Q,1700000001080,1,150.001656,,
T,1700000001080,1,,139,-1
Q,1700000001081,0,1.103243,,
Q,1700000001081,1,150.001387,,
T,1700000001081,1,,144,-1
Q,1700000001082,0,1.103244,,
Q,1700000001082,1,149.999126,,
T,1700000001082,1,,170,1
Q,1700000001083,0,1.103251,,
Q,1700000001083,1,149.998879,,
T,1700000001083,0,,146,-1
Q,1700000001084,0,1.103252,,
Q,1700000001084,1,150.000253,,
T,1700000001084,1,,270,1
Q,1700000001085,0,1.103257,,
Q,1700000001085,1,149.998064,,
T,1700000001085,0,,239,1
Q,1700000001086,0,1.103257,,
Q,1700000001086,1,150.000576,,
T,1700000001086,0,,288,-1
Q,1700000001087,0,1.103258,,
Q,1700000001087,1,150.000525,,
T,1700000001087,0,,252,1
Q,1700000001088,0,1.103267,,
Q,1700000001088,1,149.998392,,
T,1700000001088,1,,297,1
Q,1700000001089,0,1.103268,,
Q,1700000001089,1,149.998583,,
T,1700000001089,0,,219,-1
Q,1700000001090,0,1.103270,,
Q,1700000001090,1,150.000244,,
T,1700000001090,0,,116,-1
Q,1700000001091,0,1.103273,,
Q,1700000001091,1,150.000397,,
T,1700000001091,0,,195,1
Q,1700000001092,0,1.103278,,
Q,1700000001092,1,150.000270,,
T,1700000001092,1,,158,1
Q,1700000001093,0,1.103282,,
Q,1700000001093,1,149.999765,,
T,1700000001093,1,,64,1
Q,1700000001094,0,1.103286,,
Q,1700000001094,1,149.999677,,
T,1700000001094,0,,33,1
Q,1700000001095,0,1.103292,,
Q,1700000001095,1,150.000183,,
T,1700000001095,1,,126,1
Q,1700000001096,0,1.103286,,
Q,1700000001096,1,149.998506,,
T,1700000001096,1,,148,1
Q,1700000001097,0,1.103288,,
Q,1700000001097,1,149.998326,,
T,1700000001097,0,,273,1
Q,1700000001098,0,1.103294,,
Q,1700000001098,1,150.000405,,
T,1700000001098,0,,286,-1
Q,1700000001099,0,1.103301,,
Q,1700000001099,1,150.001490,,
T,1700000001099,1,,127,1
Q,1700000001100,0,1.103301,,
Q,1700000001100,1,150.002838,,
T,1700000001100,0,,224,-1
Q,1700000001101,0,1.103304,,
Q,1700000001101,1,149.999172,,
T,1700000001101,0,,64,1
Q,1700000001102,0,1.103307,,
Q,1700000001102,1,150.002269,,
T,1700000001102,0,,258,-1
Q,1700000001103,0,1.103312,,
Q,1700000001103,1,150.001799,,
T,1700000001103,1,,212,1
Q,1700000001104,0,1.103315,,
Q,1700000001104,1,150.000331,,
T,1700000001104,1,,288,1
Q,1700000001105,0,1.103315,,
Q,1700000001105,1,149.998740,,
T,1700000001105,0,,13,1
Q,1700000001106,0,1.103318,,
Q,1700000001106,1,150.001486,,
T,1700000001106,0,,33,-1
Q,1700000001107,0,1.103319,,
Q,1700000001107,1,149.999727,,
T,1700000001107,1,,257,1
Q,1700000001108,0,1.103324,,
Q,1700000001108,1,150.001083,,
T,1700000001108,0,,24,1
Q,1700000001109,0,1.103329,,
Q,1700000001109,1,149.997305,,
T,1700000001109,1,,179,1
Q,1700000001110,0,1.103329,,
Q,1700000001110,1,150.000380,,
T,1700000001110,1,,156,1
Q,1700000001111,0,1.103332,,
Q,1700000001111,1,150.002170,,
T,1700000001111,0,,216,-1
Q,1700000001112,0,1.103336,,
Q,1700000001112,1,150.001874,,
T,1700000001112,0,,299,-1
Q,1700000001113,0,1.103340,,
Q,1700000001113,1,150.001201,,
T,1700000001113,0,,262,-1
Q,1700000001114,0,1.103341,,
Q,1700000001114,1,150.000217,,
T,1700000001114,1,,167,1
Q,1700000001115,0,1.103346,,
Q,1700000001115,1,150.003432,,
T,1700000001115,0,,142,1
Q,1700000001116,0,1.103346,,
Q,1700000001116,1,150.002005,,
T,1700000001116,0,,187,1
Q,1700000001117,0,1.103349,,
Q,1700000001117,1,150.001838,,
T,1700000001117,1,,16,-1
Q,1700000001118,0,1.103356,,
Q,1700000001118,1,150.000516,,
T,1700000001118,0,,90,1
Q,1700000001119,0,1.103358,,
Q,1700000001119,1,150.001058,,
T,1700000001119,0,,132,1
Q,1700000001120,0,1.103357,,
Q,1700000001120,1,149.998761,,
T,1700000001120,1,,108,1
Q,1700000001121,0,1.103361,,
Q,1700000001121,1,150.002528,,
T,1700000001121,0,,222,-1
Q,1700000001122,0,1.103366,,
Q,1700000001122,1,149.998049,,
T,1700000001122,1,,131,1
Q,1700000001123,0,1.103371,,
Q,1700000001123,1,149.999541,,
T,1700000001123,0,,204,-1
Q,1700000001124,0,1.103370,,
Q,1700000001124,1,150.000762,,
T,1700000001124,1,,206,1
Q,1700000001125,0,1.103374,,
Q,1700000001125,1,150.003521,,
T,1700000001125,0,,50,-1
Q,1700000001126,0,1.103377,,
Q,1700000001126,1,149.997611,,
T,1700000001126,1,,236,1
Q,1700000001127,0,1.103381,,
Q,1700000001127,1,149.999251,,
T,1700000001127,0,,171,1
Q,1700000001128,0,1.103384,,
Q,1700000001128,1,149.999002,,
T,1700000001128,1,,287,1
Q,1700000001129,0,1.103388,,
Q,1700000001129,1,149.999935,,
T,1700000001129,0,,206,-1
Q,1700000001130,0,1.103393,,
Q,1700000001130,1,149.999913,,
T,1700000001130,0,,214,-1
Q,1700000001131,0,1.103390,,
Q,1700000001131,1,150.001643,,
T,1700000001131,1,,283,-1
Q,1700000001132,0,1.103398,,
Q,1700000001132,1,149.998637,,
T,1700000001132,0,,288,-1
Q,1700000001133,0,1.103403,,
Q,1700000001133,1,149.998361,,
T,1700000001133,0,,210,-1
Q,1700000001134,0,1.103400,,
Q,1700000001134,1,150.001844,,
T,1700000001134,0,,173,-1
Q,1700000001135,0,1.103404,,
Q,1700000001135,1,149.997732,,
T,1700000001135,1,,36,-1
Q,1700000001136,0,1.103408,,
Q,1700000001136,1,149.999396,,
T,1700000001136,0,,83,1
Q,1700000001137,0,1.103413,,
Q,1700000001137,1,149.997832,,
T,1700000001137,1,,1,1
Q,1700000001138,0,1.103413,,
Q,1700000001138,1,149.998978,,
T,1700000001138,1,,276,1
Q,1700000001139,0,1.103415,,
Q,1700000001139,1,149.998913,,
T,1700000001139,0,,196,1
Q,1700000001140,0,1.103422,,
Q,1700000001140,1,150.002968,,
T,1700000001140,0,,115,1
Q,1700000001141,0,1.103425,,
Q,1700000001141,1,150.000157,,
T,1700000001141,1,,253,-1
Q,1700000001142,0,1.103425,,
Q,1700000001142,1,149.997300,,
T,1700000001142,1,,7,1
Q,1700000001143,0,1.103429,,
Q,1700000001143,1,149.999093,,
T,1700000001143,0,,266,1
Q,1700000001144,0,1.103428,,
Q,1700000001144,1,149.998527,,
T,1700000001144,1,,277,-1
Q,1700000001145,0,1.103432,,
Q,1700000001145,1,149.998552,,
T,1700000001145,0,,134,1
Q,1700000001146,0,1.103439,,
Q,1700000001146,1,150.002411,,
T,1700000001146,0,,286,-1
Q,1700000001147,0,1.103441,,
Q,1700000001147,1,149.998153,,
T,1700000001147,0,,231,-1
Q,1700000001148,0,1.103443,,
Q,1700000001148,1,150.002266,,
T,1700000001148,0,,276,1
Q,1700000001149,0,1.103451,,
Q,1700000001149,1,150.003504,,
T,1700000001149,1,,58,1
Q,1700000001150,0,1.103450,,
Q,1700000001150,1,149.999345,,
T,1700000001150,1,,87,1
Q,1700000001151,0,1.103452,,
Q,1700000001151,1,149.999700,,
T,1700000001151,0,,253,1
Q,1700000001152,0,1.103455,,
Q,1700000001152,1,149.996985,,
T,1700000001152,1,,127,-1
Q,1700000001153,0,1.103462,,
Q,1700000001153,1,149.998287,,
T,1700000001153,0,,239,1
Q,1700000001154,0,1.103461,,
Q,1700000001154,1,149.998632,,
T,1700000001154,0,,130,-1
Q,1700000001155,0,1.103464,,
Q,1700000001155,1,149.997850,,
T,1700000001155,1,,34,1
Q,1700000001156,0,1.103468,,
Q,1700000001156,1,150.002267,,
